90,14697,15900,0.41272,"STUDENT_LESSON","2014-12-03 13:29:10.053723",6933
91,15433,16428,0.26532,"STUDENT_LESSON","2014-12-03 19:30:19.156601",7058
92,15433,16473,0.4428,"STUDENT_LESSON","2014-12-03 19:42:40.798847",7064
93,13657,4687,1.0,"STUDENT_LESSON","2014-12-04 20:19:02.280242",NULL
94,13244,9,1.56,"STUDENT_LESSON","2014-12-04 20:19:10.916819",NULL
95,13657,16716,1.066667,"STUDENT_FIRST","2014-12-05 10:08:49.205653",4166
96,13657,16716,0.266667,"PARTNER_STUDENT_FIRST","2014-12-05 10:08:49.222222",4166
97,15433,16428,0.26532,"STUDENT_LESSON","2014-12-05 18:57:00.839575",7165
98,15433,16473,0.4428,"STUDENT_LESSON","2014-12-05 20:22:44.017855",7170
99,13244,3117,2.0,"STUDENT_LESSON","2014-12-06 10:51:05.727872",NULL
100,15433,16428,0.26532,"STUDENT_LESSON","2014-12-07 18:25:50.003848",7254
101,14697,15900,0.3752,"STUDENT_LESSON","2014-12-08 10:32:07.594847",7044
102,14697,15900,0.4032,"STUDENT_LESSON","2014-12-08 10:32:28.011696",7176
103,13244,9,1.56,"STUDENT_LESSON","2014-12-08 10:38:31.764161",NULL
104,13657,14082,2.0,"STUDENT_FIRST","2014-12-08 10:39:09.778005",NULL
105,13657,16427,2.4,"STUDENT_FIRST","2014-12-08 17:26:03.490277",NULL
106,15433,16473,0.4428,"STUDENT_LESSON","2014-12-08 20:44:12.027604",7300
107,13244,9,1.56,"STUDENT_LESSON","2014-12-09 14:54:17.051313",NULL
108,15433,16473,0.4428,"STUDENT_LESSON","2014-12-10 19:20:53.089139",7412
109,13244,14347,2.0,"STUDENT_LESSON","2014-12-10 19:27:00.40059",NULL
110,13657,11160,1.0,"STUDENT_LESSON","2014-12-11 08:42:03.591806",NULL
112,15083,11747,3.0,"STUDENT_FIRST","2014-12-11 08:43:39.981161",NULL
111,15210,3356,3.0,"STUDENT_FIRST","2014-12-11 08:43:13",0
113,15433,16428,0.26532,"STUDENT_LESSON","2014-12-11 19:50:52.651305",7479
114,13244,9,1.56,"STUDENT_LESSON","2014-12-12 14:43:00.515621",NULL
115,15433,16473,0.4428,"STUDENT_LESSON","2014-12-12 18:56:29.441387",7519
116,13244,5457,2.5,"STUDENT_LESSON","2014-12-14 10:13:04.939425",NULL
117,15433,16428,0.26532,"STUDENT_LESSON","2014-12-14 18:25:11.693118",7615
118,13657,11160,1.0,"STUDENT_LESSON","2014-12-15 10:15:34.258198",NULL
119,13244,9,1.56,"STUDENT_LESSON","2014-12-15 15:41:35.056194",NULL
120,15433,16473,0.4428,"STUDENT_LESSON","2014-12-15 19:18:13.942036",7667
121,13244,5587,4.0,"STUDENT_FIRST","2014-12-16 17:51:54.606556",NULL
122,13244,5457,2.5,"STUDENT_LESSON","2014-12-16 21:29:11.69508",NULL
123,14697,15900,0.252,"STUDENT_LESSON","2014-12-17 15:28:58.245156",7682
124,15433,16473,0.4428,"STUDENT_LESSON","2014-12-17 19:30:08.34294",7786
125,13244,5457,2.5,"STUDENT_LESSON","2014-12-17 20:29:08.154258",NULL
126,13657,11160,1.0,"STUDENT_LESSON","2014-12-17 20:30:09.566742",NULL
127,13657,11160,1.0,"STUDENT_LESSON","2014-12-18 10:30:14.612349",NULL
128,13244,5457,2.5,"STUDENT_LESSON","2014-12-19 14:12:03.62687",NULL
129,15433,16473,0.4428,"STUDENT_LESSON","2014-12-19 19:41:02.356593",7901
130,13244,9,1.56,"STUDENT_LESSON","2014-12-20 21:45:56.596356",NULL
131,13244,5457,2.5,"STUDENT_LESSON","2014-12-22 14:15:30.413869",NULL
132,13244,16927,3.44,"STUDENT_FIRST","2014-12-22 16:54:39.417342",NULL
133,15433,16473,0.4428,"STUDENT_LESSON","2014-12-22 20:16:46.132778",8039
134,13244,16778,1.6,"STUDENT_FIRST","2014-12-23 10:13:44.207369",4482
135,15433,16473,0.4428,"STUDENT_LESSON","2014-12-24 20:48:46.709428",8160
136,13244,5457,2.5,"STUDENT_LESSON","2014-12-25 15:21:23.671841",NULL
137,15433,16473,0.4428,"STUDENT_LESSON","2014-12-26 22:04:07.118761",8271
138,13244,9,1.56,"STUDENT_LESSON","2014-12-27 09:50:11.532068",NULL
139,14697,15900,0.252,"STUDENT_LESSON","2014-12-27 21:17:40.865935",7682
140,13244,14827,4.0,"STUDENT_FIRST","2014-12-29 13:22:18.004921",NULL
141,15433,16473,0.4428,"STUDENT_LESSON","2014-12-29 19:16:41.383072",8416
142,13244,9,1.56,"STUDENT_LESSON","2014-12-31 13:07:05.006413",NULL
143,15433,16473,0.4428,"STUDENT_LESSON","2015-01-02 19:33:55.755445",8511
144,13244,9,1.56,"STUDENT_LESSON","2015-01-04 12:17:30.203873",NULL
145,13657,11160,1.0,"STUDENT_LESSON","2015-01-04 12:17:40.865652",NULL
146,13657,7159,2.33,"STUDENT_FIRST","2015-01-05 10:25:31.479141",NULL
147,15433,16473,0.4428,"STUDENT_LESSON","2015-01-05 19:21:48.181131",8595
148,15433,16473,0.4428,"STUDENT_LESSON","2015-01-08 18:09:49.383884",8655
149,14697,15900,0.252,"STUDENT_LESSON","2015-01-09 10:36:18.266474",8193
150,15433,16473,0.4428,"STUDENT_LESSON","2015-01-09 23:58:07.243548",8753
151,13657,7159,1.1,"STUDENT_LESSON","2015-01-13 11:42:12.597728",NULL
152,15433,16473,0.4428,"STUDENT_LESSON","2015-01-14 19:39:58.802497",8983
153,13657,7159,1.1,"STUDENT_LESSON","2015-01-16 09:19:32.675746",NULL
154,13244,9,1.56,"STUDENT_LESSON","2015-01-16 09:19:38.755407",NULL
155,13244,2454,4.0,"STUDENT_LESSON","2015-01-14 09:19:51",NULL
156,15433,16473,0.4428,"STUDENT_LESSON","2015-01-16 19:02:11.498809",9087
157,17303,18997,2.0,"STUDENT_FIRST","2015-01-17 16:24:00.322251",4978
158,13657,7159,1.1,"STUDENT_LESSON","2015-01-19 15:11:16.529406",NULL
159,15433,16473,0.4428,"STUDENT_LESSON","2015-01-19 19:29:19.947886",9238
160,15433,16473,0.4428,"STUDENT_LESSON","2015-01-21 19:15:07.183925",9367
161,15433,16473,0.4428,"STUDENT_LESSON","2015-01-23 19:23:25.566449",9508
162,13244,9,1.56,"STUDENT_LESSON","2015-01-23 20:25:32.241113",NULL
163,17303,18997,0.4032,"STUDENT_LESSON","2015-01-25 17:41:56.843313",9571
164,15433,16473,0.4428,"STUDENT_LESSON","2015-01-26 19:30:56.453926",9663
165,17303,18997,0.4032,"STUDENT_LESSON","2015-01-27 04:55:43.77395",9676
166,13244,9,1.56,"STUDENT_LESSON","2015-01-28 17:25:34.060407",NULL
167,13657,7159,1.1,"STUDENT_LESSON","2015-01-28 17:25:39.49467",NULL
168,15433,16473,0.4428,"STUDENT_LESSON","2015-01-29 05:10:05.030441",9845
169,13657,11160,1.0,"STUDENT_LESSON","2015-01-30 08:16:46.828193",NULL
170,13244,19726,2.1,"STUDENT_FIRST","2015-01-30 08:17:53.6903",NULL
171,15433,16473,0.4428,"STUDENT_LESSON","2015-01-30 20:22:55.751192",10008
172,15433,16473,0.4428,"STUDENT_LESSON","2015-02-02 20:23:53.662485",10176
173,15433,16473,0.4428,"STUDENT_LESSON","2015-02-04 19:01:11.870865",10166
174,13244,9,1.56,"STUDENT_LESSON","2015-02-06 15:20:02.518612",NULL
175,13657,7159,1.1,"STUDENT_LESSON","2015-02-06 15:20:14.321514",NULL
176,15433,16473,0.4428,"STUDENT_LESSON","2015-02-06 21:09:16.037714",10522
177,13244,9,1.56,"STUDENT_LESSON","2015-02-09 08:36:05.319573",NULL
178,14151,16743,2.0,"STUDENT_FIRST","2015-02-09 10:32:02.751356",5315
179,14151,16743,0.216,"STUDENT_LESSON","2015-02-09 10:33:33.730027",10556
180,14151,16743,0.216,"STUDENT_LESSON","2015-02-09 10:33:38",10386
181,14151,16743,0.216,"STUDENT_LESSON","2015-02-09 10:33:42",10214
182,15433,16473,0.4428,"STUDENT_LESSON","2015-02-09 19:20:31.588146",10715
183,15433,16473,0.4428,"STUDENT_LESSON","2015-02-11 20:24:16.944445",10900
184,15433,16473,0.4428,"STUDENT_LESSON","2015-02-13 19:25:35.803733",11090
185,15331,21760,0.4,"STUDENT_FIRST","2015-02-15 15:48:47.71752",5864
186,15331,21760,1.0,"STUDENT_FIRST","2015-02-15 15:56:06.554702",5865
187,13244,9,1.56,"STUDENT_LESSON","2015-02-16 11:32:19.538207",NULL
188,13244,8722,4.0,"STUDENT_FIRST","2015-02-15 16:33:14",NULL
189,15433,16473,0.4428,"STUDENT_LESSON","2015-02-16 19:03:37.912958",11270
190,15433,16473,0.4428,"STUDENT_LESSON","2015-02-20 17:57:26.599098",11476
191,15433,16473,0.4428,"STUDENT_LESSON","2015-02-20 19:29:56.355774",11656
192,13244,9,1.56,"STUDENT_LESSON","2015-02-24 20:37:21.39373",NULL
193,15433,16473,0.4428,"STUDENT_LESSON","2015-02-25 12:49:35.113675",11891
194,15433,16473,0.4428,"STUDENT_LESSON","2015-02-25 19:15:58.503581",12125
195,15331,21760,0.11946,"STUDENT_LESSON","2015-02-27 17:04:26.006285",12295
196,15331,21760,0.11946,"STUDENT_LESSON","2015-02-27 17:25:55.997589",12290
197,15331,21760,0.11946,"STUDENT_LESSON","2015-02-27 17:26:24.207292",12293
198,15433,16473,0.4428,"STUDENT_LESSON","2015-03-02 05:26:52.323853",12327
199,15433,16473,0.4428,"STUDENT_LESSON","2015-03-03 09:15:07.672157",12575
200,13244,23329,4.0,"STUDENT_FIRST","2015-03-03 10:05:55",NULL
201,15433,16473,0.4428,"STUDENT_LESSON","2015-03-04 21:02:14.676768",12819
202,13244,5457,2.5,"STUDENT_LESSON","2015-03-06 10:36:25.710686",NULL
203,15433,16473,0.4428,"STUDENT_LESSON","2015-03-06 20:41:40.397065",13050
204,17303,23645,0.72,"STUDENT_FIRST","2015-03-09 21:16:35.056799",6736
205,15433,16473,0.4428,"STUDENT_LESSON","2015-03-09 22:10:00.721606",13298
206,13244,5457,2.5,"STUDENT_LESSON","2015-03-10 17:20:12.294469",NULL
207,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.761287",10769
208,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.788937",11317
209,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.812825",11773
210,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.837304",11774
211,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.861333",11962
212,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.884792",12365
213,14151,16743,0.17712,"STUDENT_LESSON","2015-03-10 17:53:39.908223",13371
214,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:40:44.437267",13500
215,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:41:12.258261",13512
216,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:41:24.772208",13502
217,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:41:38.559162",13503
218,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:41:52.97004",13510
219,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:42:04.716773",13511
220,15331,21760,0.11946,"STUDENT_LESSON","2015-03-11 17:42:21.215517",13508
221,31,24443,1.4,"STUDENT_FIRST","2015-03-12 08:58:45.468327",6827
222,14151,16743,0.17712,"STUDENT_LESSON","2015-03-12 12:17:54.366108",13661
223,14697,14126,1.741871,"STUDENT_FIRST","2015-03-12 15:13:29.109343",6842
224,31,24443,0.24024,"STUDENT_LESSON","2015-03-14 11:14:58.005196",13891
225,14151,16743,0.17712,"STUDENT_LESSON","2015-03-14 12:56:32.709234",13894
226,31,24443,0.24024,"STUDENT_LESSON","2015-03-16 08:12:51.031494",14064
227,13244,17916,8.0,"STUDENT_FIRST","2015-03-18 13:24:23.942639",NULL
228,31,24443,0.24024,"STUDENT_LESSON","2015-03-18 14:13:06.104978",14380
229,14151,16743,0.17712,"STUDENT_LESSON","2015-03-19 13:28:37.354133",14502
230,31,24443,0.24024,"STUDENT_LESSON","2015-03-20 14:07:42.834386",14689
231,31,24443,0.24024,"STUDENT_LESSON","2015-03-21 11:17:31.871512",14790
232,14151,16743,0.17712,"STUDENT_LESSON","2015-03-24 09:15:40.530535",15122
233,31,24443,0.24024,"STUDENT_LESSON","2015-03-24 14:37:28.976887",15147
234,31,24443,0.24024,"STUDENT_LESSON","2015-03-26 09:09:44.982239",15399
235,14151,16743,0.17712,"STUDENT_LESSON","2015-03-26 09:46:16.179413",15397
236,17303,24499,0.586,"STUDENT_FIRST","2015-03-29 20:09:04.545803",7559
237,31,24443,0.24024,"STUDENT_LESSON","2015-03-30 08:15:15.40558",15814
238,31,24443,0.24024,"STUDENT_LESSON","2015-03-31 07:14:54.882182",15940
239,15331,27189,0.838,"STUDENT_FIRST","2015-04-02 06:44:11.19862",7692
240,14151,16743,0.17712,"STUDENT_LESSON","2015-04-02 16:31:29.111681",16305
241,31,24443,0.24024,"STUDENT_LESSON","2015-04-03 14:06:33.748751",16437
242,31,24443,0.24024,"STUDENT_LESSON","2015-04-04 11:26:52.644386",16540
243,14151,16743,0.17712,"STUDENT_LESSON","2015-04-04 20:24:40.134235",16503
244,31,24443,0.24024,"STUDENT_LESSON","2015-04-06 08:12:17.884742",16684
295,13244,5457,2.5,"STUDENT_LESSON","2015-05-19 09:28:26.297994",NULL
296,13244,15471,2.0,"STUDENT_LESSON","2015-05-20 08:39:04.67298",NULL
245,13244,21301,4.77,"STUDENT_FIRST","2015-03-22 09:38:47",NULL
297,31,24443,0.20664,"STUDENT_LESSON","2015-05-20 09:32:38.973645",21683
298,16074,32152,0.686,"STUDENT_FIRST","2015-05-20 10:12:55.12919",9343
249,13244,18677,10.0,"STUDENT_FIRST","2015-03-16 14:14:08",NULL
248,13244,18335,5.0,"STUDENT_FIRST","2015-04-02 09:13:18",NULL
246,13244,15471,6.0,"STUDENT_FIRST","2015-03-27 21:20:03",NULL
250,13244,5457,2.5,"STUDENT_LESSON","2015-03-19 07:57:08",NULL
251,13244,5457,2.5,"STUDENT_LESSON","2015-03-26 16:35:13",NULL
252,13244,5457,2.5,"STUDENT_LESSON","2015-04-04 12:27:18",NULL
253,13244,15471,2.0,"STUDENT_LESSON","2015-04-02 19:50:26",NULL
254,13244,15471,2.0,"STUDENT_LESSON","2015-04-05 20:05:32",NULL
255,31,24443,0.24024,"STUDENT_LESSON","2015-04-06 12:07:08.218505",16707
256,14151,16743,0.17712,"STUDENT_LESSON","2015-04-07 10:40:24.509936",16814
257,19198,27764,1.5,"STUDENT_FIRST","2015-04-07 11:11:57.642377",7903
258,31,24443,0.24024,"STUDENT_LESSON","2015-04-08 08:10:26.08974",16934
259,13244,15471,2.0,"STUDENT_LESSON","2015-04-08 09:58:29.796127",NULL
260,13244,196,4.0,"STUDENT_FIRST","2015-04-08 13:13:53.763134",NULL
261,13244,15471,2.0,"STUDENT_LESSON","2015-04-09 20:35:17.695885",NULL
262,13244,5457,2.5,"STUDENT_LESSON","2015-04-12 14:00:56.409556",NULL
263,13244,5457,2.5,"STUDENT_LESSON","2015-04-11 13:10:03",NULL
264,13244,15471,2.0,"STUDENT_LESSON","2015-04-14 08:46:49.90001",NULL
265,13244,9,1.56,"STUDENT_LESSON","2015-04-14 16:21:41.819859",NULL
266,13244,15471,2.0,"STUDENT_LESSON","2015-04-16 18:43:53.109528",NULL
267,13244,26522,5.6,"STUDENT_FIRST","2015-04-18 11:27:45.659042",NULL
268,13244,5457,2.5,"STUDENT_LESSON","2015-04-20 14:28:59.260889",NULL
269,13244,15471,2.0,"STUDENT_LESSON","2015-04-22 12:17:36.511423",NULL
